stop_id,stop_name,stop_lat,stop_lon
2448812,Elm Towers,42.7113729798067,-71.166763537269
2448813,Shawsheen Square,42.672096185905,-71.1510607571125
2448814,Broadway & Bowdoin Street,42.692987,-71.161429
2448815,Methuen Square,42.7282059126985,-71.1880641068153
2448817,Andover Center,42.654346,-71.13919
2448818,Transportation Building in Park Square,42.351739,-71.06706
2448819,Washington Street & Lowell Ave,42.7738163411976,-71.1072507668648
2448820,Salem Street,42.646005296232,-71.133220511432
2448821,Oakland Ave & Railroad Street,42.7214337763832,-71.1865749160843
2448822,Government Center (Congress),42.36037,-71.05713
2448823,Father Norton Manor,42.6437066352457,-71.301474046627
2448824,Bedford Street,42.353365,-71.059985
2448825,North Avenue & Gas Company Road,42.807939219816,-71.086551542328
2448826,Broadway & Carleton Street,42.782018752039,-71.11158142576
2448827,Andover Street & Beacon Street,42.69047930924296,-71.17326279912076
2448828,Mystic Street,42.7252678655598,-71.2016181423626
2448829,YMCA,42.673146,-71.131923
2448830,Methuen Square,42.7276953380692,-71.1873385692768
2448831,State Street at Congress Street,42.358923265832,-71.057300452006
2448833,Market Basket Plaza,42.82118762479996,-70.90214014372918
2448834,Stevens Memorial Library,42.696005,-71.125997
2448835,Doctors Park,42.675935846311,-71.135759335579
2448836,440 North Avenue,42.809630612531,-71.088242419643
2448837,Highland Street & Greenwood Street,42.8492258258026,-70.9348113263893
2448838,Marston Medical Center,42.7066155596575,-71.146219459594
2448839,Church Street - Central Plaza,42.6413831139008,-71.3070731736627
2448840,Andover Street & Newton Street,42.691683676185,-71.167454792575
2448841,North Andover Middle School,42.693025,-71.121573
2448842,Monument Square,42.7806544201047,-71.0772603730164
2448843,Lawrence Street & Park Street,42.7163407567604,-71.1654389828034
2448844,Clifton Street & Andover Street,42.6919843875069,-71.16557402148
2448845,Washington Square Transit Center,42.7734627585851,-71.0823115901088
2448846,Rita Hall,42.7188241451746,-71.1717454981823
2448847,Locust Street & Winter Street,42.777580449941,-71.083823102447
2448848,Copley Square,42.349565,-71.076448
2448849,Main Street & School Street,42.649256781425,-71.1359653845611
2448850,Raytheon Corporation,42.6392484200377,-71.1838504319142
2448851,Farrwood Drive,42.73996,-71.106224
2448852,Pelham Street Park & Ride,42.727395,-71.200232
2448853,Tremont Street & Stuart Street,42.351181382125,-71.065214242974
2448854,Essex Plaza Shopping Center,42.702124,-71.172302
2448855,NECC Haverhill Campus,42.796228188888,-71.049514144856
2448856,Broadway & Bowdoin Street,42.693066889192,-71.161229310545
2448857,Park Street MBTA Station,42.351157,-71.066253
2448858,E Haverhill & Prospect,42.7171344242467,-71.1546981423626
2448859,The Loop,42.744143381334,-71.159469380538
2448860,Rita Hall,42.718637954003356,-71.17156653450894
2448861,Berkeley Home,42.7210753834001,-71.163426728836
2448862,State Street (Library),42.8085874533007,-70.8710790429916
2448863,Jackson Street & Swan Street,42.72265093100751,-71.15858643359093
2448864,Plaza 114,42.690522803508,-71.152140901275
2448865,Frye Circle,42.666853308994,-71.14918882209
2448866,Robert B. Kennedy Transfer Center,42.635974050051,-71.313978406335
2448867,Monument Square,42.7810469721904,-71.0773488859139
2448868,Main Street & Primrose Street,42.7971209167132,-71.0885673766518
2448870,Union Street & Essex Street,42.707678,-71.153522
2448872,Kennedy Circle,42.7660730974683,-71.0469530039825
2448873,Shawsheen Square,42.671927572364,-71.150817831834
2448874,White Street & Maple St,42.712568774729704,-71.1662012404271
2448875,North Andover Mall - Market Basket,42.683975,-71.136028
2448876,Chickering Road & Peters Street,42.676641070399,-71.125359593918
2448877,150 Appleton Street - Salvation Army,42.6403432333564,-71.3107975098564
2448878,Highland Avenue - Anna Jacques Hospital,42.8141350691947,-70.8892273033449
2448879,Highland Street & Greenwood Street,42.8492474567533,-70.9346986736107
2448880,Merrimack Avenue & Draycott Avenue - Lenzis Bakery,42.659886101348,-71.254889898148
2448881,Heritage Green Condominiums,42.686210813822,-71.122089014446
2448882,McGovern Transportation Center,42.702,-71.1524
2448883,UMass Lowell Inn & Conference Center,42.642594715681,-71.306319923973
2448884,Heritage Green Condominiums,42.686204219074,-71.12191794203
2448885,Merrimack Valley Hospital - Main Entrance,42.7654326022309,-71.0457208982455
2448886,Village Plaza - Dollar Tree,42.736340190201,-71.195587099544
2448887,Plaza 114,42.689787065189,-71.152024686101
2448888,Riverwalk,42.703361,-71.143479
2448889,Lawrence Street & Birchwood St,42.721384261235,-71.1720434060821
2448890,Andover Square,42.6554436153821,-71.1397155975533
2448891,Main Street & Central Street,42.6564734992444,-71.1409401104507
2448892,Putnam Investments,42.6824662108867,-71.208583953373
2448893,School Street,42.856293,-70.933978
2448894,Hampton Beach,42.9102540306502,-70.8103630809593
2448896,Mt Vernon Street & North Street,42.6760291430278,-71.1854837263546
2448897,Locust Street & Winter Street,42.777639808608,-71.083955871793
2448898,Faith Lutheran Church Park & Ride,42.627495,-71.126927
2448899,Sparhawk Street & Main Street,42.8546688871788,-70.9329408723526
2448900,Grove Street & High Street,42.772963669751,-71.091854898148
2448901,Andover MBTA Station,42.6573798415442,-71.1450278834324
2448902,Haverhill/North Andover Line,42.7385064315365,-71.1123595128975
2448903,Water Street & Mill Street,42.774480222783,-71.0696861792374
2448905,Broadway & Manchester Street,42.71336,-71.175272
2448906,Saints Memorial Hospital,42.6442636069754,-71.3004750604951
2448907,Melrose Street & Water Street,42.699594,-71.171668
2448908,Main Street & Sutton Street,42.7060969440321,-71.133129463789
2448909,AHEPA Apartments,42.7718325476089,-71.063729828207
2448910,BJs,42.756486595306,-71.118479459207
2448911,Andover Commons,42.65984280025,-71.14443697057
2448912,Water Street & Ames Street,42.694911,-71.17978
2448913,Morton Street,42.651268898041,-71.136746231285
2448914,Salisbury Beach,42.842334785712,-70.819922996657
2448916,Heritage House,42.80814,-70.8811
2448917,Kennedy Circle,42.7661371460351,-71.0470012837447
2448918,Haverhill Commons Target,42.788369630944,-71.115387716179
2448919,Buckley Transportation Center,42.708028268605,-71.163276241491
2448920,Merrimac Square,42.834004528893,-71.0021423336601
2448921,Internal Revenue Service,42.6476307471552,-71.1833624412266
2448923,Andover Street & Newton Street,42.691730991172,-71.167186571674
2448924,Andover Street & Winthrop Street,42.694886878525,-71.15709516683
2448925,S Union Street & Market Street,42.7009917235686,-71.1533382858792
2448926,Oakland Ave & Railroad Street,42.7215227775818,-71.1869799296455
2448927,NECC Haverhill Campus,42.797645329941,-71.051256241733
2448928,Plaza 114,42.6907456884136,-71.1499483583012
2448929,Punchard,42.653950841517,-71.138643151333
2448930,Senior Center,42.710745768988,-71.159120040083
2448931,Plum Island,42.815450884868,-70.8188274116759
2448932,Essex Street & Atlantic Avenue,42.351831,-71.056189
2452453,Washington Street & Washington Avenue - Nathans,42.772468409667,-71.086410292455
2452454,786 River Street - 99 Restaurant,42.771519952962,-71.114874994082
2452455,Hunter Avenue,42.775117693901,-71.122718577891
2452456,Pleasant Valley St - Colonial Village,42.745611640344,-71.136967528043
2452460,Colonial Village Apartments,42.744579151916,-71.144461442482
2452461,Uncle Bobs Storage,42.743754777547,-71.150039044595
2452464,Chippy Lane,42.743789176375,-71.149619028126
2452465,Myona Street & Route 110,42.731600026952,-71.136801877488
2452471,Jackson Street & Montgomery Street,42.721888226089,-71.158356548459
2452472,Hampshire Street & Essex Street,42.706464569,-71.164600047
2452894,Marie Street,42.726143373668,-71.142138284208
2452895,Giovannis Roast Beef,42.731375895406,-71.136681209161
2452898,Hunter Avenue,42.775001697208,-71.122828021662
2452899,786 River Street - 99 Restaurant,42.771637518767,-71.115217677711
2452900,56 River Street - Red Hen Market,42.771334416383,-71.087939032947
2454378,340 Main Street - Santander Bank,42.782418429919,-71.077327710065
2454379,232 Main Street - Brookridge Community Church,42.779990766323,-71.077568494605
2454380,191 Merrimack Street - Bank of America,42.773997363174,-71.081651940014
2454382,Elliot Place,42.773835673941,-71.081724918156
2454383,Merrimack Street & Main Street,42.775005966625,-71.076766020701
2454384,Haverhill Town Hall,42.777994507816,-71.077271629252
2454385,Arlington Street,42.77999495096,-71.077345923372
2454386,Cumberland Farms,42.782092585351,-71.076984848664
2454387,495 Overpass Bridge,42.803432334783,-71.083195912182
2454388,Brickett Lane,42.805239002765,-71.084626590394
2454389,489 North Ave - Village at Brickett Hill,42.812108602762,-71.090905738258
2454391,Marsh Avenue,42.79911994716,-71.083699430666
2454394,Haverhill Motor Cars,42.756523171762,-71.102587010402
2454395,Ward Hill Avenue at Rogers Street,42.759459212224,-71.114931771732
2454397,Cross Road at Knipe Road,42.744205910433,-71.110180330185
2454401,Amesbury Rd & Amesbury Street,42.804612839226,-71.05001396054
2454403,15 Kenoza Avenue - Unitarian Universalist Church,42.781556568301,-71.076356163538
2454405,Merrimac Square,42.83328564207437,-71.00197631975085
2454407,Elm Street & Ring St,42.857803976512,-70.928912828972
2454409,Al Prime Gas,42.858610112946,-70.928236268334
2454410,49 Friend Street - Carriagetown Wine & Spirits,42.856781263011,-70.932897952347
2454411,School Street & Pleasant Street,42.855504803627,-70.933894078031
2454412,Highland Street & Winkley Street,42.847585911883,-70.934554333714
2454418,44 Kenoza Avenue - Coldwell Banker,42.782245941337,-71.075629916107
2454421,40 S Main Street,42.771990040836,-71.07572847904
2454423,Lowell Boulevard & Oakside Dr - Methuen Town Line,42.671054276889,-71.238642909981
2454426,Merrimack Plaza,42.704551449444,-71.202112798804
2454428,Merrimack Plaza - Market Basket,42.705153159126,-71.201261406445
2454431,Broadway & Common Street,42.705537180495,-71.168860169647
2454432,Common Street & Broadway,42.705512025207,-71.168324773786
2454433,431 Common Street,42.706763148932026,-71.16555626585445
2454434,Essex Street HUB,42.706846926,-71.163745191
2454435,567 Essex Street,42.705194912072,-71.167551047123
2454436,Broadway & Lowell Street,42.706771486049,-71.169627647976
2454437,103 Broadway,42.705922479847,-71.168873613672
2454440,Merrimack Plaza,42.706543336377,-71.199242782095
2454441,Merrimack Plaza,42.705711,-71.202134
2454442,Riverside Drrive & Lowell Street - Citgo Gas,42.70342375932,-71.212936368234
2454444,Lowell Boulevard & Oakside Dr - Methuen Town Line,42.671128504513,-71.238803891844
2454446,305 Broadway - Library,42.730379920934,-71.18988618833
2454447,75 Hampshire Street,42.730145562883,-71.190275404386
2454448,Village Plaza -  Jo-Anns Fabrics,42.736726540051,-71.196858494474
2454449,160 Winthrop Avenue,42.688058026129,-71.14602856396
2454452,Essex Street & Union Street,42.707832557438,-71.153615349108
2454453,Union Street & Merrimack Street - New Balance,42.70316771843,-71.153311972996
2454454,Union Street & Island Street,42.706019231356,-71.153338908829
2454455,Union Street & Methuen Street,42.707082974235,-71.153318613556
2454456,Common Street & Lawrence Street,42.708431888708,-71.161587336084
2454457,Common Street & Union Street,42.708420880565,-71.153588719644
2454459,Union Street & Methuen Street,42.707281197893,-71.15351263795
2454460,Union Street & Island Street,42.70621903879,-71.153491273457
2454461,Union Street & Merrimack Street - New Balance,42.703161371596,-71.153510580746
2454462,160 Winthrop Avenue,42.687939855992,-71.146202831524
2454463,North Andover Mall - AT&T,42.682651400929,-71.135279971059
2454466,Amesbury Street & Parker Street,42.701186418192,-71.159842109296
2454468,Heritage Place,42.689842,-71.153272
2454469,Durso Ave & Winthrop Ave,42.689570798862,-71.149133509938
2454471,High Street - Doctors Park,42.675451310417,-71.13498291766
2454474,727 Waverly Road,42.680190404054,-71.133440817502
2454475,Durso Ave & Winthrop Ave,42.689659747014,-71.149252476817
2454477,Heritage Place,42.690562587554,-71.153137390835
2454478,Amesbury Street & Parker Street,42.701250958569,-71.159608310625
2454479,Canal Street & Amesbury St,42.706059545185,-71.162171954793
2454480,Hampshire Street & Methuen Street,42.70585060805786,-71.16429672498766
2454484,Broadway & Wolcott Ave,42.6992044598,-71.164471089338
2454485,150 North Street,42.688706468312,-71.196244553691
2454486,Campanelli Dr & Old River Road,42.692081094753,-71.202048223658
2454487,Minuteman Road & River Road,42.689589388012,-71.212942139107
2454488,Campanelli Dr & Old River Road,42.691992488596,-71.201835824012
2454534,Minuteman Road & River Road,42.689424775265,-71.213265394733
2454535,North Street & River Road,42.690125630074,-71.197457476882
2454536,Broadway & Merrimack Street,42.699289914149,-71.164289331423
2454537,Broadway & Canal Street,42.703254148726,-71.166757321895
2454539,Middlesex Street & Moulton Avenue,42.641853039001,-71.30900236473
2454559,208 Amesbury Street,42.711855451038,-71.164116904719
2454561,Essex Street & Broadway,42.704634041364,-71.168345835585
2454563,Essex Plaza,42.70164022449,-71.173417200243
2454564,Essex Plaza,42.701626459218,-71.173574957949
2454566,MVRTA Lot,42.707947207542,-71.151538951901
2454570,Peters Street & Turnpike Street,42.675695657001,-71.126924309539
2454571,Peters Street & Turnpike Street,42.675760248583,-71.127052735188
2454572,330 Merrimack Street,42.703104976666,-71.146670697097
2454573,Union Street & Kenilworth St,42.67576929599,-71.151618687483
2454574,S Street & Union Street,42.682634895109,-71.152437798291
2454575,Railroad Street & Essex Street,42.65734610465,-71.14490883382
2454577,Broadway & Gilbert Street,42.682929518959,-71.154366478848
2454578,Main Street & William Street,42.675452859889,-71.151785413856
2454579,School Street & Essex Street,42.656650548931,-71.1447783359
2454583,206 N Main Street,42.664017780286,-71.145628130776
2454589,Water Street & Main Street,42.775255385868,-71.076207919187
2454590,Merrimack Street & Main Street,42.775099455866,-71.076832405381
2454591,Water Street & Main Street,42.775086194739,-71.076187049707
2454592,Rivers Edge Plaza - CVS,42.762462798691,-71.038618484122
2454593,Rivers Edge Plaza - Entrance,42.76342326746,-71.040273001718
2454597,Broadway & Carlton St,42.782229431268,-71.111747147721
2454598,Westgate Plaza - Entrance,42.775079557187,-71.113469746907
2454602,Washington Street & Washington Avenue - Nathans,42.772570158184,-71.086478400241
2454603,Westgate - Burlington Coat Factory,42.772825897417,-71.114480221742
2454604,Westgate Plaza - Entrance,42.774057064515,-71.11598502797
2454605,Monument Street & Broadway,42.782908735932,-71.112842923146
2454607,Monument Street & Broadway,42.782938351296,-71.113051974574
2454641,Elm Street & Congress Street,42.858254827483,-70.923690057133
2454660,25 Bridge Road - Another Looks,42.838292485289,-70.86098053124
2454699,Salisbury Center,42.840935254016,-70.861149917413
2454758,Lowell Boulevard & Beacon Street,42.660489159687,-71.166631131064
2454759,Beacon Street & Mt Vernon Street,42.682059975151,-71.172780745096
2454760,Common Street & Hampshire Street,42.70692636216,-71.165215048988
2454768,Colonial Village Apartments,42.744514916545,-71.144032602047
2454769,Elm Street & Merril St,42.844222665631,-70.899046430194
2559164,MVRTA Parking Garage - Newburyport,42.812124852546276,-70.87375579793239
2574996,Ballard Vale Church,42.6302551069123,-71.1639774271281
2574997,Chestnut Street & Central Street,42.6548450286528,-71.14174540568858
2579602,Plaistow Walmart,42.8254511466117,-71.11054577912616
2579603,Plaistow Market Basket,42.82269314375668,-71.10620563861798
2581575,Andover Street & Beacon Street,42.690235853600086,-71.17366822033479
2581576,Mt Vernon Street & Jefferson Street,42.682532472844684,-71.16320961791386
2582998,Methuen Square,42.72775314255691,-71.18760719122783
2586173,Target Parking Lot,42.78741388,-71.11746324
2586175,39 Hampshire Street,42.7279539,-71.18893701
2586176,60 East Street - Medical Office Building,42.72634254,-71.16681018
2586177,Alder Street & Juniper Street - John K Tarbox Elementary,42.71761627,-71.1697684
2586179,100 River Street,42.77049334,-71.08900825
2586180,Beach Road - Salisbury Inn,42.83999112,-70.8366038
2586181,100 River Street,42.77060134,-71.08911638
2586182,44 School Street,42.65259309,-71.14104649
2586183,200 Minuteman Road,42.69397210964195,-71.2131669141619
2586186,Apple Street & Goward Place,42.63960097,-71.31311985
2586187,127 Bridge Road,42.82709989,-70.86564403
2586188,Broadway & Central Avenue,42.842639686539286,-70.8173814801083
2586189,Alder Street & Rhine Street,42.71771077,-71.1679993
2586191,Broadway & Cross Street,42.71172255,-71.17376515
2586193,220 Phillips Street,42.6910754,-71.14982754
2586194,155 Bridge Road,42.82032184,-70.86801438
2586196,155 Bridge Road,42.82036289,-70.86818636
2586201,150 Minuteman Road,42.69237403,-71.21488443
2586202,90 Sutton Street,42.70513622,-71.13621304
2586203,Brown Street - Merrimack Medical Center,42.76458806,-71.04536298
2586204,Broadway - Methuen Memorial Music Hall,42.72588108,-71.18567275
2586206,Buttonwoods Avenue & Ridgewood Street,42.7730268,-71.0623506
2586207,127 Bridge Road,42.82730926,-70.86538954
2586209,Boardman Street & Fernald Avenue,42.77164571,-71.05892467
2586210,Beacon Street & Adams Street,42.68419551,-71.17327011
2586212,Broadway & Thorndike Street,42.77872672,-71.09309516
2586214,Broadway & Chase Street,42.71920605,-71.18001535
2586216,Amesbury Road & Whittier Road,42.80725506,-71.04567686
2586217,Amesbury Road & Whittier Road,42.80707477,-71.04604561
2586218,Beach Road & Great Meadow Village,42.84067612,-70.85612448
2586219,Andover Street & Beacon Avenue,42.68930478,-71.17681108
2586220,Beach Road - Tidewater,42.84115282,-70.8270624
2586221,Bridge Road - Mobile Mini,42.83068812,-70.86417523
2586223,Beach Road - Tidewater,42.84144029,-70.82648842
2586224,Broadway & Acton Street,42.71144976,-71.17372301
2586227,Amesbury Road - Amesbury Wate,42.7948631,-71.06296979
2586228,Arlington Street & Lawrence Street,42.72029538,-71.17016773
2586229,Beach Road & Sacks Way,42.83986674,-70.85442042
2586230,Beach Road & Emerald Way,42.84117096,-70.85818966
2586231,Allston Street & Dale Street,42.71165042,-71.14196435
2586232,Amesbury Road & Atwood Road,42.81388338,-71.02873218
2586233,Beach Road & Dock Lane - Knotty Pine Motel,42.83901427,-70.84664748
2586234,Boardman Street & Goodale Street,42.77549518,-71.0623042
2586238,Barker Street & Lowell Street,42.72367108,-71.19399872
2586241,Berkeley Street & Sunset Avenue,42.72343517,-71.16542035
2586244,Andover Street & Belknap Street,42.69122654,-71.16954155
2586246,Beacon Street & Glenn Street,42.68739854,-71.17370702
2586247,Amesbury Road & Atwood Road,42.81439778,-71.02742447
2586248,Bridge Road - Mobile Mini,42.83094841,-70.86369108
2586249,Beach Road & Washington Street,42.83971023,-70.83534751
2586252,Beach Road & Dock Lane,42.83890446,-70.84628909
2586253,Andover Street,42.68823864,-71.18097479
2586254,Boardman Street & Golden Hill Avenue,42.77193018,-71.05921844
2586257,Broadway & Tremont Street,42.70888409,-71.17138372
2586258,Bromfield Street & High Street,42.80349277,-70.86346209
2586259,Beacon Street & Andover St,42.689986308570695,-71.1733846467011
2586260,Andover Street & Amherst Street,42.69185211,-71.16631317
2586261,Broadway & Haverhill Street,42.70864429,-71.17139413
2586263,Broadway & Gleason Street,42.72683937,-71.18678241
2586264,Boardman Street & Homer Street,42.77439195,-71.06169581
2586265,Broadway & Granite Street,42.72193979,-71.18231112
2586266,Broadway & Thorndike Street,42.77882669,-71.09311578
2586267,Broadway & Granite Street,42.72233961,-71.18227807
2586268,Broadway & Park Street,42.72520448,-71.18470474
2586270,Broadway & Center Street,42.71947535,-71.18001222
2586272,Brown Street - Merrimack Medical Center,42.76462087,-71.04598065
2586273,Campanelli Drive - American Training,42.69342049,-71.20054479
2586275,Carleton Street & Casablanca Court,42.77952315,-71.1119056
2586276,Chickering Road & Beacon Hill Blvd,42.69006505,-71.12117457
2586277,Washington Street & Chick Avenue,42.76863446,-71.09675817
2586278,Chickering Road & Village Green Drive,42.67909294,-71.12416424
2586279,Chickering Road & Farrwood Street,42.68462741,-71.12241979
2586280,Chickering Road & Village Green Drive,42.67959898,-71.12423386
2586283,Computer Drive - Subaru,42.7861374,-71.11933072
2586284,Common Street & Newbury Street,42.70844523,-71.15614635
2586285,Carriagetown Marketplace - Stop & Shop,42.8473105968911,-70.9110809236974
2586287,Chickering Road & Bay State Road,42.68958418,-71.12096051
2586289,Common Street - Lawrence City Hall,42.70844318,-71.15977151
2586290,Carleton Street & Casablanca Court,42.77956591,-71.1116875
2586294,Chickering Road & Farrwood Street,42.68438508,-71.12271003
2586298,Church Street - Central Plaza,42.64147215335856,-71.30550393630693
2586302,Davis Road & Amherst Street,42.69065284,-71.1671753
2586305,Durso Avenue & Cutler Street,42.68735661,-71.14995032
2586306,E Haverhill Street & High Street,42.71725209,-71.15205719
2586307,E Haverhill Street & Howard Street - Redeemer Lutheran Church,42.716897,-71.149272
2586309,E Haverhill Street & Vine Street,42.71531732,-71.15611166
2586310,E Haverhill Street & Young Avenue,42.71953305,-71.14305443
2586311,E Main Street - USPS,42.83616664,-70.99233792
2586312,E Main Street - Yankee Garage,42.83606242,-70.99333832
2586313,E Main Street & Freedom Way,42.83786293,-70.98753065
2586314,E Main Street & H Street,42.83786646,-70.9857181
2586317,E Pleasant Street & Brookline Street,42.71471543,-71.1428206
2586318,E Pleasant Street & Saxonia Avenue - Lorenz Park,42.7178233,-71.14440265
2586319,East Street & Birch Avenue,42.72650708,-71.14905168
2586321,East Street & Pinewood Road,42.7262267,-71.17413558
2586322,East Street & Pleasant View Street,42.72611578,-71.1712985
2586324,East Street & Sunny Avenue,42.72634198,-71.14834657
2586326,Elliott Street & Elliott Way,42.79942538,-71.05171902
2586329,Elm Street & Amidon Avenue,42.85213688417184,-70.91451758720562
2586330,Elm Street & Atlantic Avenue,42.85484644,-70.92162478
2586331,Elm Street & Lafayette Street,42.85168582,-70.91349766
2586333,Elm Street & Congress Street,42.85817921,-70.92327748
2586335,Elm Street & Oak Street,42.85428762,-70.92120185
2586341,Essex Street & Broadway,42.70462165,-71.16877795
2586342,Essex Street & Franklin Street - Correction Center,42.70564733,-71.16611596
2586343,Essex Street & Appleton Street,42.70768731,-71.15901965
2586345,Essex Street - Essex Plaza,42.70273968,-71.17284529
2586346,Essex Street & Amesbury Street,42.7069343,-71.16317529
2586347,Essex Street & Franklin Street - Correction Center,42.70582066,-71.16596468
2586348,Ferry Street & Home Street,42.72017482,-71.15114837
2586349,Essex Street & Newbury Street,42.70771333,-71.1560273
2586352,Essex Street & Locust Street,42.77450617,-71.08420553
2586353,Federal Street & Liberty Street,42.80954526,-70.86532851
2586355,Frye Circle,42.66622794,-71.14873864
2586356,Grove Street- Tilton Elementary,42.77537959,-71.09523437
2586357,Graf Road - Diannes,42.80646872150078,-70.88240745148572
2586358,Ferry Street & E Haverhill Street,42.71717,-71.147582
2586360,Grove Street & Broadway,42.77846323,-71.09712686
2586361,Grove Street & Broadway,42.77845276,-71.09727103
